City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,diu,20.7141,70.9822,28.92,82,100,11.43,IN,1686628119
364,lockwood,45.8191,-108.4149,21.94,68,75,2.06,US,1686628119
365,magistral'nyy,56.1725,107.4458,16.45,36,100,1.78,RU,1686628012
366,la passe,45.5549,-0.8967,18.32,90,100,2.51,FR,1686627904
367,doberlug-kirchhain,51.6167,13.5667,14.39,66,14,1.47,DE,1686628119
368,woodlake,37.4211,-77.6793,21.87,83,40,4.12,US,1686628119
369,fitzgerald,31.7149,-83.2526,24.06,83,0,2.57,US,1686628119
370,springs,-26.25,28.4,5.18,91,0,5.07,ZA,1686628119
371,turkmenbasy,40.0222,52.9552,25.43,65,0,2.06,TM,1686628016
372,dunedin,-45.8742,170.5036,13.22,65,49,2.68,NZ,1686627755
373,andergrove,-21.0833,149.1833,27.03,70,2,2.36,AU,1686627996
374,posto fiscal rolim de moura,-13.0833,-62.2667,18.64,86,73,2.74,BR,1686627998
375,sihanoukville,10.6093,103.5296,29.97,79,40,2.57,KH,1686628120
376,teknaf,20.8624,92.3058,29.28,77,95,4.51,BD,1686628120
377,acapulco de juarez,16.8634,-99.8901,28.13,78,20,2.26,MX,1686628120
378,alice springs,-23.7,133.8833,20.68,26,0,3.6,AU,1686627999
379,veraval,20.9,70.3667,29.3,82,100,13.31,IN,1686628120
380,crucecita,-28.95,-58.9833,4.42,53,23,2.72,AR,1686628120
381,tougan,13.0667,-3.0667,25.97,73,100,3.07,BF,1686628120
382,xifeng,42.7372,124.7222,24.75,41,68,2.52,CN,1686628120
383,cesme,38.3228,26.3064,20.84,68,0,4.12,TR,1686628121
384,hakha,22.65,93.6167,23.06,66,90,0.2,MM,1686628121
385,walvis bay,-22.9575,14.5053,12.83,93,100,1.54,NA,1686628121
386,bodo,67.28,14.405,8.21,92,100,9.77,NO,1686627911
387,el granada,37.5027,-122.4694,18.04,81,100,3.09,US,1686628121
388,wellington,-41.2866,174.7756,12.81,79,75,10.29,NZ,1686627724
389,ziro,27.6333,93.8333,14.41,89,68,1.26,IN,1686628121
390,east london,-33.0153,27.9116,15.52,44,0,8.75,ZA,1686627997
391,lamu,-2.2717,40.902,24.12,79,12,5.93,KE,1686628121
392,leava,-14.3,-178.1667,27.18,80,51,5.59,WF,1686628121
393,aykhal,66.0,111.5,15.92,33,10,7.79,RU,1686628122
394,fale old settlement,-9.3852,-171.2468,28.48,78,17,6.95,TK,1686627983
395,kununurra,-15.7667,128.7333,31.99,25,21,5.66,AU,1686628010
396,shorewood,41.52,-88.2017,17.06,75,100,4.63,US,1686627968
397,lerwick,60.1545,-1.1494,12.0,93,99,3.14,GB,1686628122
398,lindsay,36.203,-119.0882,27.11,44,0,2.57,US,1686628122
399,alajarvi,63.0,23.8167,13.19,50,38,3.67,FI,1686628122
400,karratha,-20.7377,116.8463,25.22,27,9,8.86,AU,1686627831
401,khawr fakkan,25.3313,56.342,33.03,28,97,1.57,AE,1686628122
402,solnechnyy,50.7214,136.6319,22.15,38,10,3.07,RU,1686628123
403,inongo,-1.95,18.2667,20.72,96,85,1.77,CD,1686628123
404,vilhena,-12.7406,-60.1458,18.2,99,96,2.43,BR,1686628018
405,mujiayingzi,42.1167,118.7833,23.8,36,29,5.86,CN,1686628123
406,kill devil hills,36.0307,-75.676,22.21,90,15,5.58,US,1686628123
407,niquero,20.0431,-77.5828,26.47,84,14,3.58,CU,1686628123
408,yuanping,38.7153,112.7575,28.05,23,0,4.96,CN,1686628123
409,kudahuvadhoo,2.6708,72.8944,28.73,76,71,6.48,MV,1686628123
410,tarancon,40.0085,-3.0073,17.29,63,83,1.86,ES,1686628123
411,kavaratti,10.5669,72.642,29.56,76,96,9.43,IN,1686628006
412,adi keyh,14.8444,39.3772,17.02,60,97,0.65,ER,1686628124
413,alpena,45.0617,-83.4327,11.18,88,40,3.09,US,1686628124
414,yamba,-5.9,22.3,19.64,94,60,0.74,CD,1686628124
415,khorixas,-20.3667,14.9667,9.56,32,1,3.1,NA,1686628124
416,vila velha,-20.3297,-40.2925,23.3,89,20,2.57,BR,1686628124
417,knyaze-volkonskoye,48.4642,135.4567,22.19,48,15,3.76,RU,1686628124
418,san rafael,-34.6177,-68.3301,3.91,31,0,2.73,AR,1686628006
419,the pas,53.8251,-101.2541,21.01,60,100,2.57,CA,1686628124
420,arvayheer,46.2639,102.775,25.93,20,61,5.65,MN,1686628124
421,agadez,19.75,10.25,30.68,31,24,5.19,NE,1686628125
422,zhob,31.3411,69.4481,29.01,34,0,3.98,PK,1686628125
423,severnoye,56.3491,78.3619,12.69,54,100,2.17,RU,1686628125
424,luwingu,-10.2621,29.9271,12.87,71,24,1.62,ZM,1686628125
425,malpe,13.35,74.7167,28.61,71,61,3.13,IN,1686628001
426,choyr,46.3611,108.3611,28.52,16,14,4.58,MN,1686628125
427,bonthe,7.5264,-12.505,24.52,89,100,2.33,SL,1686628125
428,padang,-0.9492,100.3543,30.03,66,84,1.96,ID,1686628125
429,victoria,22.2855,114.1577,35.67,76,93,2.24,HK,1686628093
430,masuguru,-11.3667,38.4167,17.66,82,3,0.22,TZ,1686628125
431,fuling,29.7022,107.3919,28.21,64,92,1.99,CN,1686628125
432,eket,4.6412,7.9209,23.99,92,99,1.81,NG,1686628126
433,gokwe,-18.2048,28.9349,12.39,48,22,1.8,ZW,1686628126
434,as sulayyil,20.4607,45.5779,31.14,14,88,9.11,SA,1686628126
435,jalalabad,34.4265,70.4515,34.07,26,39,0.46,AF,1686628012
436,camana,-16.6228,-72.7111,17.3,85,85,4.73,PE,1686628126
437,buulobarde,3.8538,45.5674,24.69,83,62,8.27,SO,1686628126
438,phan rang-thap cham,11.5667,108.9833,35.05,44,96,4.55,VN,1686628126
439,greenville,35.6127,-77.3663,21.19,98,62,3.07,US,1686628126
440,inari,68.906,27.0288,12.11,61,40,5.33,FI,1686628126
441,calabozo,8.9242,-67.4293,24.93,84,30,1.15,VE,1686627913
442,codrington,-38.2667,141.9667,13.05,71,97,6.69,AU,1686627979
443,belmonte,-15.8631,-38.8828,23.16,88,11,1.59,BR,1686628018
444,jinghong,21.991,100.7341,28.42,76,98,1.99,CN,1686628127
445,santa ana,33.7456,-117.8678,19.58,79,100,3.09,US,1686627838
446,sisimiut,66.9395,-53.6735,0.01,89,44,3.69,GL,1686628025
447,daru,-9.0763,143.2092,26.41,88,99,6.39,PG,1686627973
448,portland,45.5234,-122.6762,29.32,49,20,4.12,US,1686627402
449,melfi,40.9965,15.6514,13.05,81,5,1.39,IT,1686628127
450,inayauan,9.9005,122.434,29.92,69,99,3.31,PH,1686628127
451,mary,37.0,62.5,33.6,14,0,1.01,TM,1686628127
452,pervomayskoye,43.919,46.7102,25.88,59,47,3.22,RU,1686628128
453,tamandare,-8.7597,-35.1047,24.91,82,18,4.01,BR,1686628128
454,kabalo,-6.05,26.9167,21.74,71,85,1.04,CD,1686628128
455,kota kinabalu,5.9749,116.0724,33.99,66,20,2.06,MY,1686628128
456,santa rosalia,27.3167,-112.2833,22.72,44,100,3.23,MX,1686628128
457,odienne,9.51,-7.5692,21.5,96,38,1.05,CI,1686628128
458,pionerskiy,54.9508,20.2275,12.08,65,98,3.81,RU,1686628128
459,scarborough,54.2797,-0.4044,12.1,91,20,3.0,GB,1686627865
460,hassi messaoud,31.6804,6.0729,28.92,26,0,2.06,DZ,1686628129
461,xinglongshan,43.9561,125.4661,22.86,56,40,2.0,CN,1686628129
462,darwin,-12.4611,130.8418,31.61,33,0,5.66,AU,1686627902
463,hit,33.6416,42.8251,31.01,24,16,6.2,IQ,1686628129
464,kerikeri,-35.2268,173.9474,17.73,60,1,1.34,NZ,1686627994
465,marsh harbour,26.5412,-77.0636,27.26,79,49,4.68,BS,1686628129
466,atlantic,39.4668,-74.6663,19.93,90,20,5.66,US,1686627960
467,peace river,56.2501,-117.286,23.17,49,75,3.09,CA,1686628129
468,burayevo,55.8407,55.4083,11.96,53,0,4.39,RU,1686628130
469,helena valley west central,46.6629,-112.0604,17.07,87,59,1.79,US,1686628130
470,ta`u,-14.2336,-169.5144,27.71,73,65,7.33,AS,1686627995
471,banda aceh,5.5577,95.3222,31.23,59,56,5.72,ID,1686628130
472,remire-montjoly,4.9167,-52.2667,25.02,94,75,0.0,GF,1686627976
473,merizo village,13.2658,144.6691,30.85,89,50,8.3,GU,1686627906
474,altamira,-3.2033,-52.2064,23.62,97,95,1.52,BR,1686628019
475,inarajan village,13.2736,144.7484,31.08,89,46,8.37,GU,1686628130
476,coracora,-15.0333,-73.7833,8.66,32,40,2.49,PE,1686628130
477,scandiano,44.5965,10.6907,19.81,87,96,0.89,IT,1686628130
478,salahonda,2.1019,-78.7217,27.37,79,96,0.65,CO,1686628130
479,maceio,-9.6658,-35.7353,23.69,100,75,0.51,BR,1686627987
480,saudarkrokur,65.7461,-19.6394,8.36,83,7,2.88,IS,1686627915
481,shahrak,34.1074,64.3052,19.44,28,0,2.15,AF,1686628131
482,arawa,-6.2132,155.5367,29.84,76,29,2.24,PG,1686628131
483,kendari,-3.945,122.4989,24.39,95,100,1.63,ID,1686628003
484,thunder bay,48.4001,-89.3168,13.99,67,75,2.06,CA,1686627985
485,saldanha,-33.0117,17.9442,13.03,84,100,7.95,ZA,1686627994
486,euless,32.8371,-97.0819,27.45,62,40,4.12,US,1686627956
487,malaya vishera,58.8454,32.2222,14.5,56,12,1.9,RU,1686628131
488,cape girardeau,37.3834,-89.7168,15.77,71,45,0.7,US,1686628131
489,assab,13.0092,42.7394,32.32,63,100,8.62,ER,1686627904
490,riohacha,11.5444,-72.9072,27.76,76,99,5.85,CO,1686628131
491,kavieng,-2.5744,150.7967,29.13,75,46,4.11,PG,1686628004
492,mvomero,-6.25,38.6667,19.73,93,0,1.76,TZ,1686628132
493,filey,54.21,-0.2892,12.16,91,14,4.4,GB,1686628132
494,krems an der donau,48.4092,15.6142,11.29,91,0,1.42,AT,1686628132
495,sao felipe,-14.8167,-41.3833,19.0,78,1,0.63,BR,1686628132
496,borogontsy,62.6683,131.1683,7.14,87,100,0.81,RU,1686628004
497,cidreira,-30.1811,-50.2056,8.87,73,77,4.12,BR,1686628025
498,saint-pierre,-21.3393,55.4781,23.09,68,0,3.6,RE,1686628132
499,fort-shevchenko,44.5086,50.263,26.71,39,2,4.97,KZ,1686628132
500,dzuunharaa,48.8523,106.4579,28.83,30,100,5.61,MN,1686628132
501,sakata,38.9167,139.855,23.1,83,75,5.14,JP,1686628132
502,loango,-4.6719,11.8312,22.81,94,20,1.03,CG,1686628133
503,al hazm,16.1641,44.7769,30.82,27,100,2.64,YE,1686628133
504,malanje,-9.5402,16.341,15.62,96,9,1.46,AO,1686627899
505,mingoyo,-10.1,39.6333,18.88,93,0,1.73,TZ,1686628133
506,tabas,33.5959,56.9244,32.12,17,0,1.03,IR,1686628133
507,zinder,13.8072,8.9881,29.22,49,4,2.97,NE,1686628133
508,mejit,10.2753,170.8646,27.96,81,89,8.9,MH,1686627966
509,huayacocotla,20.55,-98.4833,16.07,91,1,1.27,MX,1686628133
510,luwuk,-0.9516,122.7875,27.21,85,100,0.84,ID,1686628014
511,castillos,-34.1667,-53.8333,8.66,66,91,1.86,UY,1686627978
512,tonj,7.2737,28.6822,22.67,71,89,1.95,SS,1686628003
513,ulan-ude,51.8261,107.6098,18.94,59,75,8.0,RU,1686628134
514,hobyo,5.3505,48.5268,26.22,79,46,10.09,SO,1686628134
515,el calafate,-50.3408,-72.2768,0.21,71,100,1.03,AR,1686628006
516,homosassa springs,28.8036,-82.5759,27.21,85,0,2.06,US,1686628134
517,lubango,-14.9172,13.4925,13.92,47,2,3.09,AO,1686627972
518,darab,28.7519,54.5444,33.08,15,0,0.87,IR,1686628134
519,nizhniy odes,63.6445,54.856,15.48,62,100,3.97,RU,1686627984
520,chilecito,-29.1619,-67.4974,6.77,54,100,0.91,AR,1686628134
521,chipata,-13.6333,32.65,14.72,68,30,1.92,ZM,1686628134
522,zastron,-30.3023,27.084,1.09,90,16,2.51,ZA,1686628135
523,achikulak,44.5517,44.8378,24.24,64,100,4.38,RU,1686628135
524,castelo do piaui,-5.3222,-41.5525,22.18,73,0,1.53,BR,1686628135
525,tantou,26.0314,119.5986,28.87,65,20,4.0,CN,1686628135
526,norfolk,42.1668,-71.2495,20.14,93,100,1.54,US,1686628135
527,yerofey pavlovich,53.9667,121.9667,12.07,74,100,1.63,RU,1686628135
528,kulhudhuffushi,6.6221,73.07,28.84,80,100,7.73,MV,1686628135
529,pagar alam,-4.0167,103.2667,28.67,53,13,2.07,ID,1686628135
530,saint-leu,-21.15,55.2833,22.75,86,5,2.39,RE,1686628135
531,copan,14.8333,-89.15,23.66,78,100,1.03,HN,1686628135
532,altai,46.3722,96.2583,14.01,57,86,4.12,MN,1686628136
533,gisborne,-38.6533,178.0042,11.72,78,37,6.89,NZ,1686628058
534,lagoa,39.05,-27.9833,18.57,91,1,6.32,PT,1686628136
535,nuevo ideal,24.8875,-105.0728,22.63,20,60,3.18,MX,1686628136
536,baramati,18.15,74.5833,30.37,50,29,7.58,IN,1686628136
537,omdurman,15.6445,32.4777,33.59,34,18,3.05,SD,1686628136
538,ola,59.5833,151.2833,18.97,90,86,5.09,RU,1686628136
539,russkaya polyana,49.417,31.9201,11.83,90,99,3.98,UA,1686628136
540,santa cruz cabralia,-16.2781,-39.0247,21.13,94,20,0.51,BR,1686628136
541,ugoofaaru,5.6667,73.0,28.84,79,100,7.85,MV,1686628136
542,nizhneangarsk,55.7833,109.55,13.83,41,100,2.71,RU,1686628137
543,rongelap,11.1635,166.8941,27.92,81,96,8.4,MH,1686627995
544,smithers,54.7804,-127.1743,22.18,33,40,4.63,CA,1686627980
545,mananjary,-21.2167,48.3333,19.67,88,37,2.73,MG,1686628137
546,leua,48.2156,18.6071,13.05,79,85,1.58,SK,1686628137
547,madison,34.7334,-86.5667,18.68,83,0,1.54,US,1686627638
548,taksimo,56.3444,114.8794,17.6,34,63,1.87,RU,1686628137
549,sao jose da coroa grande,-8.8978,-35.1478,25.06,81,22,4.9,BR,1686628137
550,orsta,62.2029,6.1272,13.2,82,100,0.0,NO,1686628137
551,midvagur,62.0511,-7.1939,6.46,87,92,0.0,FO,1686628022
552,santa maria degli angeli,43.058,12.5777,16.81,90,16,2.24,IT,1686628137
553,gracemere,-23.4333,150.45,26.95,44,40,0.51,AU,1686628023
554,ciudad lazaro cardenas,17.9583,-102.2,26.86,79,1,2.71,MX,1686627996
555,totness,5.8833,-56.3167,25.47,88,100,4.43,SR,1686628138
556,tete,-16.1564,33.5867,16.05,100,0,4.12,MZ,1686628138
557,pudozh,61.8099,36.5345,13.33,51,99,3.19,RU,1686628138
558,pariaman,-0.619,100.12,30.03,66,75,1.85,ID,1686628138
559,haskovo,41.9403,25.5694,17.9,100,96,0.88,BG,1686628138
560,sokoni,-6.4333,39.55,24.92,69,1,4.94,TZ,1686628138
561,lazaro cardenas,17.9583,-102.2,26.86,79,1,2.71,MX,1686627996
562,arkhipo-osipovka,44.37,38.52,19.68,90,100,2.78,RU,1686628138
563,athni,16.7333,75.0667,29.74,51,9,8.71,IN,1686628139
564,agua dulce,18.1333,-94.1333,27.91,82,5,2.39,MX,1686628139
565,ebon,4.582,168.6964,27.13,83,100,5.44,MH,1686628139
566,lautoka,-17.6167,177.4667,27.92,69,40,5.66,FJ,1686628038
567,mar del plata,-38.0023,-57.5575,6.72,90,40,1.54,AR,1686628007
568,rosario oeste,-14.8361,-56.4275,17.98,89,61,3.65,BR,1686628139
569,puerto san jose,13.9256,-90.8244,27.44,85,100,2.11,GT,1686628139
570,santo antonio do ica,-3.1022,-67.9397,23.02,98,51,0.44,BR,1686627916
571,kilindoni,-7.9139,39.6668,26.08,66,1,5.16,TZ,1686628007
572,kyzyl-suu,42.3414,78.0056,20.28,54,94,2.15,KG,1686628139
573,carrigaline,51.8117,-8.3986,15.86,94,75,4.12,IE,1686628139
574,umba,66.6871,34.3429,11.03,69,96,4.8,RU,1686628139
575,taoudenni,22.6783,-3.9836,32.17,13,42,4.31,ML,1686628016
576,greymouth,-42.4667,171.2,12.07,66,15,0.59,NZ,1686628061
577,nepalgunj,28.05,81.6167,38.62,28,0,2.09,NP,1686628140
578,berbera,10.4396,45.0143,33.35,44,96,8.29,SO,1686628140
579,kaka,37.3482,59.6143,33.8,13,0,2.75,TM,1686628140
580,perigueux,45.1833,0.7167,17.76,90,100,0.67,FR,1686628140
581,gharo,24.7424,67.5856,33.12,51,92,10.22,PK,1686628140
582,novoagansk,61.9449,76.6625,6.89,62,100,4.76,RU,1686628140
583,mount pearl,47.5166,-52.7813,8.8,96,100,9.77,CA,1686627996
584,prineville,44.2999,-120.8345,25.73,38,100,7.72,US,1686628140
585,bam,29.106,58.357,34.19,13,0,6.06,IR,1686628140
586,kuanda,56.3161,116.0806,15.49,42,74,1.81,RU,1686628141
587,mhamid,29.82,-5.72,25.28,26,0,1.68,MA,1686628141
588,abu,24.6,72.7,25.77,59,45,5.72,IN,1686627959
589,jijiga,9.35,42.8,17.81,86,89,4.15,ET,1686628141
